loan_id,no_of_dependents,education,self_employed,annual_income,loan_amount,credit_score,res_assets,com_assets,bank_assets,total_assets,loan_status
1160,2,0,No,77000,273000,758,73000,46000,91000,210000,1
1161,4,0,Yes,70000,235000,336,150000,95000,78000,323000,0
1162,5,1,No,81000,219000,378,52000,34000,96000,182000,0
1163,1,1,Yes,19000,42000,620,47000,28000,9000,84000,1
1164,2,1,No,45000,91000,593,-1000,6000,25000,30000,1
1165,0,0,Yes,96000,340000,710,238000,103000,78000,419000,1
1166,1,0,Yes,54000,207000,753,19000,8000,36000,63000,1
1167,1,0,Yes,78000,272000,454,161000,34000,114000,309000,0
1168,1,1,Yes,82000,191000,619,172000,122000,66000,360000,1
1169,2,1,No,89000,285000,367,222000,166000,93000,481000,0
1170,1,1,No,14000,31000,384,2000,12000,18000,32000,0
1171,2,1,No,17000,59000,610,31000,3000,13000,47000,1
1172,0,1,No,53000,195000,802,98000,33000,32000,163000,1
1173,3,1,No,65000,252000,858,154000,109000,81000,344000,1
1174,2,1,No,59000,140000,599,47000,95000,67000,209000,1
1175,4,1,Yes,98000,270000,395,187000,30000,97000,314000,0
1176,3,1,Yes,77000,162000,380,115000,151000,64000,330000,0
1177,1,1,No,79000,271000,803,200000,98000,66000,364000,1
1178,4,1,No,35000,89000,809,71000,15000,32000,118000,1
1179,4,0,No,24000,66000,722,61000,33000,30000,124000,1
1180,5,1,No,99000,357000,392,79000,43000,130000,252000,0
1181,0,1,No,39000,145000,545,59000,30000,34000,123000,0
1182,2,0,Yes,73000,285000,799,215000,31000,43000,289000,1
1183,0,1,Yes,64000,219000,727,154000,101000,53000,308000,1
1184,4,1,No,71000,198000,530,71000,34000,71000,176000,0
1185,2,0,No,88000,190000,637,137000,139000,61000,337000,1
1186,5,1,No,74000,210000,561,213000,38000,39000,290000,1
1187,2,0,No,44000,120000,421,93000,27000,34000,154000,0
1188,3,1,Yes,86000,303000,459,120000,41000,91000,252000,0
1189,3,0,No,69000,260000,828,148000,42000,36000,226000,1
1190,4,1,No,96000,275000,679,234000,75000,63000,372000,1
1191,2,1,Yes,81000,257000,455,223000,115000,95000,433000,0
1192,0,0,No,26000,94000,879,28000,14000,23000,65000,1
1193,3,1,Yes,93000,261000,636,47000,161000,116000,324000,1
1194,2,0,Yes,21000,56000,426,4000,3000,12000,19000,0
1195,4,0,Yes,90000,215000,508,166000,173000,131000,470000,0
1196,3,0,Yes,70000,192000,768,86000,137000,77000,300000,1
1197,3,0,No,22000,64000,667,63000,39000,29000,131000,1
1198,5,1,Yes,75000,282000,440,82000,58000,60000,200000,1
1199,1,1,Yes,83000,168000,366,220000,66000,45000,331000,0
1200,2,0,No,3000,6000,383,6000,3000,4000,13000,0
1201,0,0,Yes,3000,8000,603,8000,2000,2000,12000,1
1202,3,1,No,39000,149000,728,47000,40000,55000,142000,1
1203,0,0,No,66000,203000,549,108000,9000,98000,215000,0
1204,0,1,No,41000,107000,855,115000,7000,31000,153000,1
1205,5,1,Yes,18000,53000,461,28000,20000,20000,68000,0
1206,3,0,Yes,70000,161000,379,20000,52000,100000,172000,0
1207,2,0,Yes,51000,137000,559,78000,98000,51000,227000,1
1208,1,0,Yes,3000,6000,816,6000,3000,2000,11000,1
1209,4,0,Yes,43000,114000,560,100000,39000,33000,172000,1
1210,0,1,Yes,32000,120000,645,52000,14000,34000,100000,1
1211,4,0,Yes,42000,115000,551,106000,76000,50000,232000,1
1212,0,0,Yes,96000,229000,515,43000,147000,78000,268000,0
1213,4,1,No,13000,36000,657,32000,19000,11000,62000,1
1214,3,0,No,24000,93000,682,31000,44000,15000,90000,1
1215,0,1,No,6000,16000,588,16000,1000,3000,20000,1
1216,5,1,Yes,96000,380000,359,21000,136000,94000,251000,0
1217,0,1,No,4000,12000,766,9000,3000,3000,15000,1
1218,4,1,No,59000,199000,469,142000,68000,32000,242000,0
1219,0,1,Yes,7000,14000,618,13000,2000,5000,20000,1
1220,0,0,Yes,86000,177000,711,220000,0,74000,294000,1
1221,0,1,Yes,90000,340000,549,20000,89000,124000,233000,1
1222,3,1,Yes,51000,204000,754,17000,26000,76000,119000,1
1223,4,0,Yes,5000,15000,461,13000,5000,2000,20000,0
1224,2,1,No,16000,38000,837,38000,11000,16000,65000,1
1225,0,1,Yes,98000,239000,459,10000,134000,72000,216000,0
1226,4,1,No,78000,297000,614,220000,7000,63000,290000,1
1227,4,0,No,65000,240000,373,56000,51000,67000,174000,0
1228,5,1,Yes,75000,265000,512,165000,29000,60000,254000,0
1229,4,1,Yes,89000,234000,781,165000,31000,58000,254000,1
1230,4,1,Yes,18000,58000,305,6000,33000,20000,59000,0
1231,1,0,Yes,76000,278000,447,13000,7000,109000,129000,0
1232,4,1,Yes,12000,46000,757,19000,2000,15000,36000,1
1233,5,1,Yes,27000,104000,723,28000,7000,14000,49000,1
1234,1,0,Yes,46000,109000,463,12000,12000,66000,90000,0
1235,2,0,No,69000,187000,699,128000,57000,52000,237000,1
1236,4,1,Yes,84000,252000,308,81000,93000,105000,279000,1
1237,0,1,No,3000,5000,702,3000,4000,1000,8000,1
1238,2,0,Yes,95000,375000,456,102000,168000,129000,399000,1
1239,3,1,Yes,19000,59000,651,7000,21000,15000,43000,1
1240,3,0,No,42000,145000,840,45000,59000,46000,150000,1
1241,4,1,Yes,22000,79000,848,51000,17000,16000,84000,1
1242,5,1,Yes,71000,197000,727,77000,129000,58000,264000,1
1243,4,1,No,35000,116000,335,63000,52000,23000,138000,0
1244,5,0,No,4000,8000,304,9000,5000,4000,18000,0
1245,2,1,Yes,88000,344000,712,105000,125000,59000,289000,1
1246,0,0,No,18000,66000,737,50000,20000,15000,85000,1
1247,1,1,Yes,76000,293000,690,139000,40000,91000,270000,1
1248,1,1,Yes,10000,32000,888,20000,15000,13000,48000,1
1249,2,0,Yes,82000,272000,839,92000,64000,60000,216000,1
1250,5,0,Yes,36000,124000,333,88000,10000,40000,138000,0
1251,5,1,No,94000,237000,862,215000,35000,56000,306000,1
1252,5,0,No,26000,91000,309,64000,14000,34000,112000,1
1253,5,0,No,95000,307000,823,163000,37000,131000,331000,1
1254,0,1,Yes,35000,117000,649,27000,7000,48000,82000,1
1255,5,0,Yes,98000,357000,726,94000,189000,120000,403000,1
1256,4,1,No,8000,31000,712,4000,7000,11000,22000,1
1257,0,0,No,97000,373000,701,121000,162000,105000,388000,1
1258,3,1,No,62000,213000,655,65000,116000,50000,231000,1
1259,1,0,Yes,44000,166000,385,8000,53000,51000,112000,0
1260,2,1,No,18000,38000,777,51000,27000,14000,92000,1
1261,3,1,No,17000,53000,696,3000,7000,8000,18000,1
1262,3,1,No,39000,141000,496,25000,22000,29000,76000,0
1263,2,1,Yes,22000,79000,659,34000,18000,24000,76000,1
1264,3,0,Yes,63000,177000,542,168000,9000,53000,230000,0
1265,2,0,No,22000,87000,729,39000,33000,13000,85000,1
1266,1,1,No,81000,284000,744,203000,105000,77000,385000,1
1267,4,0,No,68000,170000,749,180000,38000,94000,312000,1
1268,0,1,No,47000,148000,755,123000,50000,37000,210000,1
1269,3,1,Yes,22000,53000,506,16000,17000,28000,61000,0
1270,3,1,Yes,35000,130000,391,61000,35000,43000,139000,0
1271,1,0,Yes,35000,116000,898,31000,27000,45000,103000,1
1272,5,0,No,5000,15000,527,1000,6000,2000,9000,0
1273,5,0,No,99000,358000,470,95000,184000,147000,426000,0
1274,1,1,No,84000,250000,694,53000,149000,77000,279000,1
1275,1,1,No,50000,188000,325,131000,57000,43000,231000,0
1276,4,0,Yes,55000,134000,880,3000,8000,28000,39000,1
1277,5,1,Yes,30000,119000,459,60000,48000,42000,150000,0
1278,3,0,Yes,94000,214000,323,51000,155000,113000,319000,0
1279,4,1,No,76000,290000,739,221000,81000,88000,390000,1
1280,0,0,Yes,55000,163000,724,119000,15000,62000,196000,1
1281,1,1,No,31000,74000,487,84000,12000,45000,141000,0
1282,3,1,No,77000,277000,439,139000,75000,62000,276000,1
1283,2,1,No,98000,254000,655,199000,46000,79000,324000,1
1284,3,0,No,32000,92000,443,33000,11000,45000,89000,0
1285,2,1,No,7000,26000,489,1000,2000,9000,12000,0
1286,4,0,Yes,31000,86000,427,31000,38000,37000,106000,0
1287,0,1,Yes,45000,105000,417,98000,20000,58000,176000,0
1288,5,0,Yes,89000,248000,842,162000,50000,81000,293000,1
1289,3,0,No,59000,232000,307,155000,100000,63000,318000,1
1290,2,0,No,15000,45000,428,45000,12000,11000,68000,0
1291,4,0,Yes,63000,152000,415,155000,18000,79000,252000,0
1292,3,0,Yes,65000,182000,405,104000,28000,67000,199000,0
1293,4,1,No,80000,315000,683,103000,79000,96000,278000,1
1294,1,1,Yes,33000,106000,742,3000,6000,45000,54000,1
1295,4,0,No,39000,100000,530,109000,2000,19000,130000,0
1296,3,1,No,16000,35000,844,45000,22000,16000,83000,1
1297,2,0,Yes,39000,139000,715,50000,56000,21000,127000,1
1298,3,1,Yes,80000,263000,476,217000,66000,90000,373000,0
1299,2,1,No,22000,48000,721,18000,1000,22000,41000,1
1300,4,0,No,76000,303000,339,204000,80000,58000,342000,0
1301,5,0,Yes,27000,68000,461,45000,20000,17000,82000,0
1302,2,1,Yes,63000,232000,556,70000,83000,53000,206000,1
1303,3,0,No,77000,187000,483,151000,56000,102000,309000,0
1304,2,1,No,45000,172000,406,41000,63000,33000,137000,0
1305,2,1,Yes,94000,248000,513,242000,182000,75000,499000,0
1306,0,0,No,46000,126000,574,34000,62000,36000,132000,1
1307,0,1,Yes,52000,157000,692,38000,70000,55000,163000,1
1308,5,1,Yes,80000,298000,867,177000,141000,92000,410000,1
1309,1,0,Yes,99000,385000,875,196000,29000,65000,290000,1
1310,4,1,Yes,85000,186000,597,166000,32000,116000,314000,1
1311,2,1,Yes,49000,120000,513,142000,81000,48000,271000,0
1312,3,1,Yes,70000,242000,354,182000,70000,79000,331000,1
1313,2,0,No,96000,259000,647,118000,99000,115000,332000,1
1314,1,1,No,97000,237000,875,115000,144000,104000,363000,1
1315,1,1,No,62000,143000,819,75000,117000,43000,235000,1
1316,4,0,Yes,41000,96000,521,119000,71000,49000,239000,0
1317,0,1,Yes,61000,199000,761,45000,37000,71000,153000,1
1318,0,1,No,7000,19000,572,14000,10000,3000,27000,1
1319,3,1,No,64000,241000,571,190000,115000,75000,380000,1
1320,4,1,Yes,38000,78000,891,46000,70000,33000,149000,1
1321,1,0,No,49000,148000,895,86000,82000,52000,220000,1
1322,2,1,No,21000,66000,580,38000,41000,21000,100000,1
1323,2,1,No,62000,234000,605,100000,108000,92000,300000,1
1324,4,0,No,16000,51000,705,24000,8000,19000,51000,1
1325,1,0,Yes,13000,50000,423,9000,8000,16000,33000,0
1326,5,0,Yes,73000,225000,846,98000,47000,57000,202000,1
1327,2,0,No,21000,50000,542,7000,6000,31000,44000,0
1328,5,0,No,6000,24000,631,6000,3000,9000,18000,1
1329,4,1,No,70000,245000,318,43000,17000,36000,96000,0
1330,1,0,Yes,30000,68000,541,58000,57000,29000,144000,0
1331,1,1,No,9000,29000,782,0,15000,8000,23000,1
1332,2,1,No,96000,350000,888,126000,65000,58000,249000,1
1333,0,1,No,15000,36000,747,2000,14000,12000,28000,1
1334,0,1,Yes,50000,189000,641,43000,85000,67000,195000,1
1335,3,1,Yes,5000,17000,640,4000,7000,2000,13000,1
1336,4,0,No,76000,281000,324,125000,85000,111000,321000,0
1337,4,1,No,55000,212000,359,42000,53000,64000,159000,0
1338,0,0,Yes,66000,233000,338,24000,8000,93000,125000,0
1339,0,1,No,14000,32000,384,31000,8000,20000,59000,0
1340,5,0,Yes,88000,266000,545,191000,166000,76000,433000,0
1341,5,0,No,62000,242000,610,102000,78000,83000,263000,1
1342,2,1,Yes,83000,279000,840,126000,35000,92000,253000,1
1343,3,0,No,24000,81000,630,51000,29000,23000,103000,1
1344,1,1,No,91000,312000,508,128000,117000,78000,323000,1
1345,0,0,Yes,95000,349000,535,8000,141000,140000,289000,1
1346,1,1,No,12000,34000,717,31000,15000,9000,55000,1
1347,2,1,Yes,77000,193000,735,12000,19000,104000,135000,1
1348,5,1,Yes,78000,220000,528,58000,88000,49000,195000,0
1349,0,1,Yes,94000,200000,350,33000,14000,47000,94000,0
1350,0,0,No,17000,57000,422,34000,11000,9000,54000,0
1351,5,1,No,40000,137000,496,-1000,14000,37000,50000,0
1352,4,0,No,42000,155000,794,73000,7000,22000,102000,1
1353,2,1,No,24000,77000,719,60000,17000,16000,93000,1
1354,3,0,Yes,27000,61000,630,39000,28000,23000,90000,1
1355,3,0,Yes,6000,18000,843,14000,3000,4000,21000,1
1356,2,1,No,46000,156000,764,77000,15000,58000,150000,1
1357,3,1,No,72000,177000,662,131000,115000,53000,299000,1
1358,0,0,No,47000,155000,311,128000,2000,27000,157000,0
1359,4,0,No,43000,101000,606,99000,18000,55000,172000,1
1360,5,1,No,47000,102000,874,108000,77000,70000,255000,1
1361,4,0,Yes,87000,300000,370,176000,156000,121000,453000,1
1362,1,1,No,70000,205000,414,197000,75000,51000,323000,0
1363,2,0,No,6000,11000,800,12000,2000,9000,23000,1
1364,1,0,No,68000,169000,779,138000,102000,44000,284000,1
1365,1,0,No,64000,141000,553,117000,45000,36000,198000,1
1366,4,0,No,76000,299000,445,48000,139000,57000,244000,0
1367,3,0,No,90000,214000,496,164000,73000,125000,362000,0
1368,0,1,Yes,24000,59000,650,51000,37000,23000,111000,1
1369,3,0,No,68000,179000,783,200000,98000,55000,353000,1
1370,5,1,Yes,35000,135000,535,31000,57000,31000,119000,0
1371,4,1,Yes,89000,340000,415,135000,31000,128000,294000,0
1372,0,0,No,60000,153000,709,89000,17000,35000,141000,1
1373,3,0,No,7000,25000,819,16000,10000,9000,35000,1
1374,0,0,Yes,68000,173000,841,105000,86000,87000,278000,1
1375,4,0,Yes,53000,107000,700,158000,19000,29000,206000,1
1376,1,1,Yes,14000,42000,881,28000,12000,13000,53000,1
1377,2,1,Yes,14000,46000,804,19000,22000,7000,48000,1
1378,4,0,No,92000,217000,653,227000,46000,86000,359000,1
1379,1,1,Yes,79000,292000,663,196000,121000,101000,418000,1
1380,0,0,No,45000,175000,495,103000,35000,62000,200000,0
1381,1,0,No,38000,98000,335,1000,51000,18000,70000,0
1382,5,1,Yes,15000,49000,618,34000,10000,9000,53000,1
1383,3,0,No,12000,24000,480,30000,1000,17000,48000,0
1384,4,0,No,17000,49000,843,48000,22000,18000,88000,1
1385,4,1,No,52000,141000,483,118000,8000,27000,153000,0
1386,1,0,No,16000,51000,548,22000,27000,8000,57000,0
1387,4,1,Yes,66000,160000,379,65000,126000,45000,236000,0
1388,5,0,Yes,94000,266000,771,102000,126000,117000,345000,1
1389,4,1,Yes,3000,5000,353,6000,1000,4000,11000,0
1390,5,0,No,46000,115000,668,65000,31000,55000,151000,1
1391,3,0,Yes,61000,213000,387,71000,31000,41000,143000,1
1392,0,0,Yes,15000,41000,789,36000,16000,13000,65000,1
1393,0,1,Yes,4000,9000,855,-1000,5000,4000,8000,1
1394,0,0,No,87000,336000,751,71000,137000,70000,278000,1
1395,3,0,No,70000,216000,739,16000,76000,84000,176000,1
1396,4,1,No,47000,131000,492,10000,45000,64000,119000,0
1397,4,0,Yes,76000,238000,896,37000,45000,64000,146000,1
1398,1,0,Yes,92000,245000,545,257000,0,133000,390000,0
1399,5,0,No,94000,368000,891,139000,166000,89000,394000,1
1400,0,1,No,48000,151000,848,13000,3000,35000,51000,1
1401,3,0,Yes,6000,24000,884,6000,8000,6000,20000,1
1402,3,1,Yes,49000,143000,439,103000,56000,51000,210000,0
1403,3,1,Yes,33000,85000,586,75000,51000,39000,165000,1
1404,3,1,Yes,91000,188000,308,145000,102000,48000,295000,0
1405,5,1,No,61000,235000,300,3000,7000,48000,58000,0
1406,3,1,Yes,84000,196000,741,215000,2000,83000,300000,1
1407,4,1,No,79000,314000,698,165000,114000,51000,330000,1
1408,2,0,Yes,61000,223000,733,121000,97000,56000,274000,1
1409,3,0,Yes,20000,42000,571,17000,39000,13000,69000,1
1410,3,1,Yes,99000,299000,490,105000,91000,74000,270000,0
1411,2,0,No,95000,254000,451,190000,29000,114000,333000,0
1412,4,1,Yes,19000,68000,559,36000,22000,12000,70000,1
1413,4,1,Yes,69000,214000,577,125000,22000,63000,210000,1
1414,2,0,Yes,15000,50000,613,44000,13000,21000,78000,1
1415,4,0,No,19000,38000,785,10000,6000,15000,31000,1
1416,0,1,Yes,23000,60000,690,55000,29000,20000,104000,1
1417,2,0,No,78000,171000,351,190000,72000,71000,333000,0
1418,4,0,No,4000,10000,447,0,3000,3000,6000,0
1419,0,1,Yes,94000,192000,708,212000,163000,132000,507000,1
1420,2,1,No,91000,217000,549,255000,110000,122000,487000,0
1421,1,1,Yes,90000,188000,797,41000,94000,75000,210000,1
1422,4,0,No,71000,143000,537,137000,104000,61000,302000,0
1423,3,1,No,8000,25000,828,17000,0,7000,24000,1
1424,0,1,Yes,45000,96000,471,32000,77000,36000,145000,0
1425,5,1,No,85000,254000,336,85000,12000,90000,187000,0
1426,3,0,Yes,25000,98000,424,47000,32000,13000,92000,0
1427,2,1,No,15000,33000,440,8000,23000,18000,49000,0
1428,0,0,No,62000,173000,583,37000,39000,33000,109000,1
1429,1,0,Yes,13000,29000,480,29000,3000,14000,46000,0
1430,5,0,No,66000,258000,670,46000,72000,85000,203000,1
1431,0,1,Yes,53000,137000,329,88000,76000,28000,192000,0
1432,5,0,No,14000,30000,754,35000,27000,14000,76000,1
1433,2,0,Yes,29000,78000,588,4000,1000,42000,47000,1
1434,3,0,No,65000,165000,551,53000,8000,76000,137000,1
1435,3,1,No,83000,189000,316,202000,97000,82000,381000,0
1436,2,0,Yes,89000,322000,382,0,113000,54000,167000,0
1437,3,1,No,53000,150000,717,70000,41000,53000,164000,1
1438,0,1,No,28000,73000,676,35000,22000,32000,89000,1
1439,1,0,No,80000,278000,667,60000,126000,99000,285000,1
1440,3,0,No,39000,105000,821,16000,63000,39000,118000,1
1441,0,1,No,62000,201000,345,93000,59000,41000,193000,0
1442,3,0,Yes,59000,192000,442,95000,5000,47000,147000,0
1443,1,1,Yes,60000,233000,672,20000,113000,64000,197000,1
1444,3,0,Yes,91000,293000,508,190000,51000,119000,360000,1
1445,5,1,Yes,34000,123000,615,70000,16000,35000,121000,1
1446,1,1,Yes,18000,44000,689,32000,25000,16000,73000,1
1447,1,1,No,3000,12000,747,1000,0,2000,3000,0
1448,1,1,Yes,90000,228000,412,0,156000,47000,203000,0
1449,1,1,No,64000,169000,703,63000,73000,74000,210000,1
1450,5,0,No,58000,222000,884,12000,48000,85000,145000,1
1451,5,1,Yes,26000,86000,651,10000,1000,26000,37000,1
1452,4,0,No,66000,173000,793,167000,14000,39000,220000,1
1453,2,0,No,61000,218000,407,98000,1000,58000,157000,1
1454,2,0,No,41000,111000,390,8000,31000,34000,73000,0
1455,3,0,Yes,3000,10000,469,6000,4000,3000,13000,0
1456,4,1,No,47000,104000,373,68000,86000,54000,208000,0
1457,4,1,Yes,15000,58000,304,24000,16000,14000,54000,1
1458,5,0,No,27000,83000,833,46000,13000,33000,92000,1
1459,2,1,No,69000,209000,302,187000,107000,92000,386000,1
1460,0,1,No,76000,287000,397,110000,132000,38000,280000,0
1461,1,1,No,41000,100000,891,49000,3000,36000,88000,1
1462,3,0,No,41000,122000,457,7000,5000,49000,61000,0
1463,4,0,No,16000,32000,657,2000,1000,12000,15000,1
1464,2,0,Yes,4000,14000,480,2000,7000,2000,11000,1
1465,5,1,Yes,44000,173000,840,36000,51000,23000,110000,1
1466,2,0,Yes,38000,80000,866,60000,6000,19000,85000,1
1467,0,0,No,43000,170000,619,41000,66000,39000,146000,1
1468,1,1,Yes,90000,335000,748,79000,98000,115000,292000,1
1469,3,0,Yes,95000,255000,881,270000,141000,89000,500000,1
1470,2,1,Yes,69000,139000,829,143000,81000,46000,270000,1
1471,3,0,No,43000,111000,312,48000,38000,33000,119000,0
1472,3,0,No,66000,214000,467,152000,60000,52000,264000,0
1473,1,1,Yes,52000,143000,650,54000,23000,36000,113000,1
1474,3,1,Yes,4000,11000,711,1000,3000,1000,5000,1
1475,4,0,No,13000,41000,886,28000,5000,6000,39000,1
1476,5,0,No,97000,284000,494,53000,120000,100000,273000,0
1477,2,1,Yes,54000,109000,741,13000,60000,56000,129000,1
1478,4,0,No,12000,33000,876,4000,1000,10000,15000,1
1479,0,1,Yes,70000,264000,610,143000,0,53000,196000,1
1480,5,1,No,76000,260000,778,129000,24000,109000,262000,1
1481,5,1,Yes,7000,18000,571,2000,4000,4000,10000,1
1482,3,1,Yes,75000,251000,554,125000,79000,47000,251000,1
1483,0,0,Yes,23000,62000,712,68000,17000,15000,100000,1
1484,5,0,Yes,56000,115000,695,95000,71000,78000,244000,1
1485,0,0,Yes,54000,109000,366,37000,5000,48000,90000,0
1486,1,0,Yes,18000,55000,426,50000,15000,16000,81000,0
1487,0,0,No,29000,69000,320,51000,5000,15000,71000,0
1488,3,0,Yes,14000,46000,543,15000,12000,20000,47000,0
1489,2,1,No,28000,110000,525,82000,18000,24000,124000,0
1490,0,0,Yes,33000,131000,812,48000,49000,43000,140000,1
1491,0,0,No,70000,253000,697,151000,104000,67000,322000,1
1492,1,0,No,39000,151000,527,106000,51000,38000,195000,0
1493,1,0,No,57000,172000,512,43000,70000,30000,143000,1
1494,0,1,No,41000,92000,671,34000,63000,49000,146000,1
1495,1,1,Yes,22000,87000,539,10000,40000,26000,76000,0
1496,5,0,No,22000,72000,532,27000,3000,16000,46000,0
1497,3,0,Yes,25000,77000,485,20000,36000,32000,88000,0
1498,0,0,Yes,9000,21000,521,1000,17000,7000,25000,0
1499,1,0,No,29000,74000,874,4000,12000,33000,49000,1
1500,2,0,No,98000,229000,788,13000,103000,140000,256000,1
1501,2,0,No,52000,148000,659,115000,52000,41000,208000,1
1502,1,1,Yes,86000,196000,498,148000,30000,53000,231000,0
1503,2,1,Yes,48000,132000,310,118000,46000,42000,206000,0
1504,0,1,No,20000,47000,785,29000,18000,17000,64000,1
1505,0,1,No,36000,87000,309,63000,10000,33000,106000,0
1506,3,0,Yes,53000,196000,433,147000,99000,30000,276000,1
1507,1,0,Yes,4000,13000,801,1000,0,6000,7000,1
1508,3,1,Yes,65000,224000,488,168000,117000,68000,353000,0
1509,0,0,Yes,23000,60000,756,29000,21000,12000,62000,1
1510,3,1,No,10000,28000,757,25000,1000,9000,35000,1
1511,5,0,No,32000,101000,828,85000,60000,30000,175000,1
1512,3,1,Yes,34000,72000,733,48000,27000,22000,97000,1
1513,0,0,No,96000,382000,421,16000,141000,138000,295000,0
1514,3,0,No,53000,203000,872,43000,73000,76000,192000,1
1515,3,1,No,47000,174000,393,124000,53000,53000,230000,0
1516,3,1,No,97000,378000,700,134000,61000,119000,314000,1
1517,5,1,No,88000,216000,613,154000,121000,84000,359000,1
1518,5,1,No,59000,134000,455,32000,112000,69000,213000,0
1519,4,1,Yes,24000,71000,871,70000,3000,35000,108000,1
1520,4,1,Yes,79000,215000,497,22000,52000,77000,151000,0
1521,0,1,No,14000,27000,649,26000,10000,11000,47000,1
1522,0,1,Yes,35000,100000,709,53000,18000,50000,121000,1
1523,4,1,No,34000,135000,705,100000,11000,49000,160000,1
1524,2,1,No,61000,236000,476,46000,29000,38000,113000,1
1525,2,0,Yes,30000,71000,819,54000,48000,21000,123000,1
1526,5,0,Yes,34000,94000,535,31000,56000,32000,119000,0
1527,0,1,Yes,4000,12000,889,11000,2000,2000,15000,1
1528,0,1,No,59000,118000,468,91000,100000,62000,253000,0
1529,5,1,Yes,4000,8000,759,1000,5000,3000,9000,1
1530,3,1,Yes,90000,336000,426,216000,162000,119000,497000,1
1531,0,1,Yes,88000,236000,712,4000,113000,111000,228000,1
1532,4,1,Yes,20000,47000,615,5000,1000,30000,36000,1
1533,2,1,No,47000,140000,784,134000,27000,69000,230000,1
1534,4,0,No,27000,61000,677,1000,33000,38000,72000,1
1535,1,0,No,26000,79000,306,20000,24000,33000,77000,0
1536,1,0,Yes,90000,254000,655,220000,88000,72000,380000,1
1537,4,0,No,51000,194000,755,22000,3000,53000,78000,1
1538,2,1,No,66000,258000,598,38000,31000,59000,128000,1
1539,2,1,No,44000,98000,712,54000,2000,64000,120000,1
1540,4,0,Yes,15000,46000,524,37000,20000,14000,71000,0
1541,1,0,No,62000,231000,838,91000,14000,70000,175000,1
1542,4,1,Yes,9000,29000,560,15000,9000,9000,33000,1
1543,3,0,No,77000,264000,759,34000,29000,108000,171000,1
1544,2,1,Yes,6000,24000,454,1000,6000,3000,10000,0
1545,4,0,No,43000,165000,539,106000,61000,21000,188000,1
1546,2,0,Yes,82000,278000,827,115000,87000,107000,309000,1
1547,0,0,No,35000,119000,686,44000,48000,25000,117000,1
1548,1,1,Yes,99000,341000,371,244000,71000,62000,377000,0
1549,5,1,No,7000,19000,784,5000,10000,6000,21000,1
1550,1,1,Yes,21000,73000,826,16000,35000,14000,65000,1
1551,2,0,No,32000,105000,502,43000,15000,45000,103000,0
1552,0,1,No,29000,78000,367,7000,37000,36000,80000,0
1553,0,0,No,70000,183000,541,63000,64000,83000,210000,0
1554,1,1,No,37000,136000,608,4000,22000,28000,54000,1
1555,3,0,Yes,45000,131000,570,105000,20000,58000,183000,1
1556,3,1,No,2000,8000,752,2000,2000,2000,6000,1
1557,5,0,Yes,56000,205000,873,55000,95000,78000,228000,1
1558,5,1,No,54000,186000,538,77000,27000,40000,144000,1
1559,4,0,No,3000,10000,819,7000,3000,2000,12000,1
1560,1,1,Yes,75000,298000,770,14000,52000,87000,153000,1
1561,5,0,Yes,25000,96000,345,19000,19000,26000,64000,0
1562,4,1,Yes,31000,81000,730,63000,45000,45000,153000,1
1563,1,1,Yes,76000,193000,835,58000,23000,82000,163000,1
1564,3,0,Yes,5000,17000,811,5000,5000,2000,12000,1
1565,2,0,No,27000,59000,662,32000,16000,38000,86000,1
1566,2,0,Yes,35000,133000,420,64000,17000,23000,104000,1
1567,5,0,No,37000,117000,413,84000,55000,27000,166000,1
1568,2,0,Yes,56000,200000,367,137000,50000,60000,247000,0
1569,5,0,Yes,48000,164000,390,84000,24000,40000,148000,0
1570,4,0,Yes,52000,122000,602,103000,8000,77000,188000,1
1571,3,1,No,29000,115000,843,23000,26000,43000,92000,1
1572,1,1,No,27000,68000,713,5000,33000,19000,57000,1
1573,3,1,No,50000,162000,591,19000,34000,50000,103000,1
1574,2,0,Yes,27000,94000,701,4000,34000,19000,57000,1
1575,4,0,Yes,28000,100000,655,49000,36000,33000,118000,1
1576,3,0,Yes,73000,200000,720,155000,99000,98000,352000,1
1577,0,1,Yes,59000,151000,794,60000,43000,54000,157000,1
1578,0,1,No,81000,213000,392,142000,66000,110000,318000,0
1579,3,1,Yes,19000,71000,583,4000,28000,20000,52000,1
1580,5,1,No,18000,68000,457,22000,11000,14000,47000,0
1581,0,0,Yes,76000,178000,570,152000,121000,99000,372000,1
1582,1,1,No,91000,301000,890,178000,124000,75000,377000,1
1583,2,0,Yes,53000,123000,472,100000,16000,33000,149000,0
1584,2,0,No,37000,109000,788,17000,7000,26000,50000,1
1585,0,0,No,95000,353000,605,100000,127000,70000,297000,1
1586,3,1,No,83000,305000,473,133000,94000,118000,345000,0
1587,5,1,No,64000,215000,728,3000,52000,96000,151000,1
1588,5,1,Yes,53000,178000,505,92000,85000,41000,218000,0
1589,0,1,Yes,56000,193000,407,34000,36000,84000,154000,0
1590,1,1,Yes,9000,17000,464,13000,0,7000,20000,0
1591,0,1,Yes,24000,72000,514,41000,21000,18000,80000,0
1592,1,1,No,95000,230000,627,285000,115000,91000,491000,1
1593,2,0,Yes,74000,149000,627,159000,101000,103000,363000,1
1594,4,0,Yes,15000,32000,858,15000,0,17000,32000,1
1595,3,1,Yes,88000,302000,607,136000,127000,59000,322000,1
